,id,school_f,age,gender_f,group_f,gpa,grit,swb
39,39,Jefferson High School,14.78080845,Male,Growth Mindset,86.85760648,4.430744024,5.810076784
40,40,Alta High School,14.94267404,Male,Control,79.04665261,3.341012349,5.524882493
41,41,Jefferson High School,16.28954044,Female,Self-esteem,82.83793123,4.187945753,6.562336677
42,42,Summerfield High School,18.94606435,Female,Growth Mindset,88.49042483,4.339404162,5.212016231
43,43,Alta High School,15.47599704,Female,Control,84.36597384,3.28963381,5.285375635
44,44,Alta High School,16.70193101,Female,Self-esteem,86.43187963,3.503383228,6.020131066
45,45,Alta High School,13.66441399,Male,Growth Mindset,87.8015672,3.897323178,5.857685776
46,46,Jefferson High School,17.1725426,Female,Control,84.99372574,3.481532438,4.535437008
47,47,Summerfield High School,15.70739976,Male,Self-esteem,80.70722016,3.26589286,6.402517118
48,48,Alta High School,16.5293939,Female,Growth Mindset,80.46645979,3.920694669,5.279862877
49,49,Alta High School,14.39390699,Male,Control,80.08494972,3.625613995,4.409269777
50,50,Summerfield High School,18.74462334,Female,Self-esteem,81.45243353,3.765185195,6.525900911
51,51,Jefferson High School,14.99812426,Male,Growth Mindset,80.55189155,3.526445523,5.43175932
52,52,Summerfield High School,15.89677736,Male,Control,83.18741527,3.038646518,4.375024906
53,53,Jefferson High School,15.07979121,Female,Self-esteem,80.64867458,3.479352366,6.337950432
54,54,Summerfield High School,17.85975861,Male,Growth Mindset,86.82183804,4.341286234,5.430943366
55,55,Jefferson High School,13.2005301,Female,Control,76.73869104,3.479540193,5.028965423
56,56,Summerfield High School,16.26662281,Male,Self-esteem,84.64257261,3.882926858,6.574188578
57,57,Summerfield High School,18.24113306,Male,Growth Mindset,93.17368105,5.575309368,6.095180585
58,58,Alta High School,12.56389902,Female,Control,78.86576867,3.187960668,4.908927659
59,59,Alta High School,16.03190358,Male,Self-esteem,82.66232327,3.786258848,6.570490384
60,60,Alta High School,15.9512956,Female,Growth Mindset,93.34613919,4.158250397,5.853100391
61,61,Alta High School,18.64888386,Female,Control,84.301449,3.78186713,4.482627402
62,62,Summerfield High School,17.85722953,Female,Self-esteem,88.73917827,4.995563811,6.650126934
63,63,Summerfield High School,12.86107883,Female,Growth Mindset,87.48429783,5.005133559,5.422069397
64,64,Jefferson High School,17.16760729,Male,Control,81.04321985,3.282535625,4.388922822
65,65,Summerfield High School,15.83964732,Female,Self-esteem,81.47110503,3.875915822,5.745456291
66,66,Summerfield High School,15.79229913,Male,Growth Mindset,91.80372111,5.473183164,5.149601886
67,67,Summerfield High School,14.14937499,Male,Control,77.6424844,3.153258747,4.592551466
68,68,Alta High School,13.24273098,Female,Self-esteem,83.92194265,4.364448168,6.135550418
69,69,Jefferson High School,17.02625702,Female,Growth Mindset,87.3610444,4.796999258,6.123021807
70,70,Alta High School,13.14434779,Male,Control,88.2555254,3.528074674,4.30411421
71,71,Summerfield High School,15.08761505,Male,Self-esteem,81.17589881,3.506115468,7.054517498
72,72,Alta High School,16.52740775,Female,Growth Mindset,82.97213549,4.261672749,5.612229795
73,73,Jefferson High School,15.67869338,Female,Control,82.19789531,3.237671008,4.621809305
74,74,Summerfield High School,17.31463031,Male,Self-esteem,82.88105391,3.865968227,6.28827456
75,75,Summerfield High School,16.01686673,Female,Growth Mindset,84.9826248,5.417628476,5.307878963
76,76,Alta High School,20.04444626,Female,Control,81.89687326,3.540597377,5.31786566
77,77,Alta High School,13.80715731,Female,Self-esteem,82.17342576,3.180174327,6.225153773
78,78,Summerfield High School,19.0357207,Female,Growth Mindset,85.46372408,4.332637712,5.982011837
79,79,Summerfield High School,12.43137575,Female,Control,83.0025078,3.809057393,5.186975344
80,80,Summerfield High School,13.35115446,Male,Self-esteem,82.00501306,3.161282497,5.76973074
81,81,Summerfield High School,13.69832173,Female,Growth Mindset,81.99505925,4.451593302,5.438670132
82,82,Jefferson High School,11.24685601,Male,Control,73.54477625,3.236673462,4.286392905
83,83,Summerfield High School,18.31894768,Female,Self-esteem,81.25825348,3.260319085,6.636389845
84,84,Summerfield High School,18.96093154,Female,Growth Mindset,91.86256061,3.947321893,5.496715431
85,85,Jefferson High School,18.4933093,Male,Control,84.01438814,3.668511908,4.355952375
86,86,Summerfield High School,14.95104233,Male,Self-esteem,86.64516074,3.803238588,5.959389897
87,87,Alta High School,16.8776203,Male,Growth Mindset,90.44751633,4.715209289,5.984141821
88,88,Summerfield High School,17.76562163,Female,Control,82.44729207,3.697810442,4.276569604
89,89,Summerfield High School,17.07612073,Male,Self-esteem,78.47881212,3.472050422,6.873728247
90,90,Summerfield High School,17.48029138,Male,Growth Mindset,88.11670936,3.833307639,5.103257825
91,91,Summerfield High School,16.41959678,Male,Control,86.29168427,3.335215723,4.943197895
92,92,Alta High School,11.84790018,Male,Self-esteem,72.8118094,3.980501709,6.803114036
93,93,Summerfield High School,16.55537449,Female,Growth Mindset,85.15594315,5.337710347,6.010753576
94,94,Jefferson High School,15.53770938,Female,Control,84.80739392,3.94419923,5.698949864
95,95,Alta High School,14.56256076,Female,Self-esteem,84.58623506,3.596262483,6.174288727
96,96,Alta High School,19.74687101,Male,Growth Mindset,89.86818321,4.771273974,5.406433052
97,97,Summerfield High School,14.22136054,Male,Control,82.87129852,3.353574612,5.966344692
98,98,Summerfield High School,16.34489791,Male,Self-esteem,84.61649935,3.866476573,6.385770017
99,99,Jefferson High School,17.309979,Male,Growth Mindset,87.54392937,4.630426104,5.886749295
100,100,Alta High School,17.09689166,Female,Control,78.75053259,4.298187107,5.180910196
101,101,Summerfield High School,15.82442307,Female,Self-esteem,79.31955473,3.800825039,6.617309434
102,102,Alta High School,20.20632608,Female,Growth Mindset,87.6084586,4.47915717,6.246226227
103,103,Jefferson High School,16.11130147,Male,Control,80.23582066,3.372086446,4.862368505
104,104,Alta High School,14.27116379,Male,Self-esteem,80.30190677,3.687638827,5.89006111
105,105,Alta High School,16.66566864,Male,Growth Mindset,88.75232395,4.351108669,5.635236463
106,106,Jefferson High School,16.80479013,Male,Control,81.96033421,3.4150299,4.484469087
107,107,Summerfield High School,11.92538946,Male,Self-esteem,87.38984914,3.279869281,6.479975235
108,108,Jefferson High School,15.60472107,Male,Growth Mindset,84.13549251,4.48723162,5.07871044
109,109,Summerfield High School,15.2697826,Female,Control,79.94663575,3.715806571,5.132295549
110,110,Jefferson High School,15.12435702,Female,Self-esteem,82.77515873,3.60501021,6.224216884
111,111,Summerfield High School,15.77146496,Female,Growth Mindset,83.27662976,4.331311449,6.473435488
112,112,Summerfield High School,11.34254105,Male,Control,80.6458824,3.426699006,5.765517208
113,113,Jefferson High School,16.0079805,Female,Self-esteem,80.87548647,3.484907417,5.900562064
114,114,Jefferson High School,15.35430478,Female,Growth Mindset,81.057083,4.934567076,5.520514643
115,115,Jefferson High School,14.31352611,Male,Control,80.64848852,3.429804948,4.837979669
116,116,Alta High School,9.722572909,Female,Self-esteem,81.39778351,3.998049698,6.093376734
117,117,Summerfield High School,15.95870636,Female,Growth Mindset,90.89903058,3.869401719,4.50297999
118,118,Jefferson High School,15.38422842,Male,Control,79.68779323,3.66068372,4.928464511
119,119,Summerfield High School,15.73083296,Male,Self-esteem,84.67253479,3.81654195,6.147372776
120,120,Jefferson High School,15.1372244,Female,Growth Mindset,87.92788788,4.54712249,6.161780615
121,121,Summerfield High School,15.51239918,Male,Control,77.78941936,3.469610425,4.054560833
122,122,Summerfield High School,13.98827765,Male,Self-esteem,84.12243192,3.206383347,6.591546808
123,123,Summerfield High School,17.62058489,Female,Growth Mindset,87.18174163,5.004336159,6.324503275
124,124,Jefferson High School,17.12053737,Female,Control,81.99818596,3.924530604,5.1515055
125,125,Jefferson High School,17.81259647,Female,Self-esteem,84.97410455,4.524498403,6.683479843
126,126,Jefferson High School,17.91343516,Female,Growth Mindset,87.84188876,4.351259739,5.302845412
127,127,Jefferson High School,15.40338402,Female,Control,86.25547749,3.509208071,4.937794063
128,128,Jefferson High School,15.6304073,Male,Self-esteem,83.34666032,2.669951312,6.239265322
129,129,Summerfield High School,18.20327164,Female,Growth Mindset,83.73800288,4.371428596,5.460725928
130,130,Alta High School,16.9451167,Male,Control,83.72559434,3.20705613,4.88251508
131,131,Summerfield High School,15.78566372,Male,Self-esteem,79.33129516,4.000506581,7.41112361
132,132,Alta High School,17.9820146,Male,Growth Mindset,81.7433176,4.382914381,6.25834646
133,133,Summerfield High School,13.81867814,Female,Control,79.07019083,2.888513181,5.502612154
134,134,Summerfield High School,15.35620197,Female,Self-esteem,80.76596831,3.91772595,6.192752259
135,135,Summerfield High School,18.59591908,Male,Growth Mindset,85.67748223,3.725443133,5.236112431
136,136,Alta High School,15.61552103,Female,Control,86.3202787,3.403682893,4.994216067
137,137,Jefferson High School,16.60760069,Male,Self-esteem,87.90679834,3.633346367,7.292709048
138,138,Summerfield High School,16.30605409,Male,Growth Mindset,89.67827329,3.816358993,5.373420569
139,139,Summerfield High School,17.30378157,Female,Control,77.67849522,3.847708196,5.023344557
140,140,Alta High School,15.9080008,Female,Self-esteem,83.06943967,3.485986376,6.981672527
141,141,Alta High School,16.62605716,Male,Growth Mindset,88.9613637,3.982089467,5.585302523
142,142,Summerfield High School,14.00325704,Female,Control,81.08891749,4.144438474,5.245334123
143,143,Jefferson High School,14.87517234,Female,Self-esteem,83.51523645,3.895359951,7.402906719
144,144,Alta High School,12.76184773,Female,Growth Mindset,84.66561826,4.824890997,5.072230742
145,145,Summerfield High School,15.66458064,Female,Control,77.63713908,4.001111798,4.618767073
146,146,Summerfield High School,17.92085818,Female,Self-esteem,87.22329722,3.879265908,6.381950678
147,147,Jefferson High School,13.74771872,Female,Growth Mindset,88.30211807,5.295021644,6.421402045
148,148,Alta High School,16.03020457,Male,Control,80.27480707,3.559904446,4.93102081
149,149,Summerfield High School,16.42263035,Female,Self-esteem,83.97581366,3.636498897,6.603387216
150,150,Jefferson High School,17.56414802,Male,Growth Mindset,93.68744292,4.579341161,5.555875469
151,151,Jefferson High School,15.71156275,Female,Control,82.58800087,3.380998381,5.277185702
152,152,Summerfield High School,19.48192215,Male,Self-esteem,87.23421393,3.647261301,6.499561078
153,153,Summerfield High School,17.53505592,Female,Growth Mindset,91.60263294,5.538335616,6.254773676
154,154,Summerfield High School,18.01286924,Female,Control,80.27847156,3.136513184,5.280853324
155,155,Summerfield High School,16.85445041,Female,Self-esteem,85.28762519,3.417057869,6.297969685
156,156,Jefferson High School,16.96385208,Female,Growth Mindset,85.54639753,5.18309173,5.736712441
157,157,Alta High School,13.70294091,Female,Control,77.07903266,3.583568295,4.572723371
158,158,Alta High School,20.43893261,Male,Self-esteem,79.39500261,3.254497969,5.898160318
159,159,Jefferson High School,16.09812097,Male,Growth Mindset,87.05383857,4.17409809,5.284441963
160,160,Jefferson High School,15.20746581,Male,Control,86.89118729,3.488777228,4.697041415
161,161,Summerfield High School,16.43282026,Female,Self-esteem,83.31442615,3.159550419,6.920533776
162,162,Summerfield High School,16.74316129,Female,Growth Mindset,85.09148608,4.685476403,5.372470463
163,163,Alta High School,16.94641653,Male,Control,82.19112489,3.497598685,5.077147276
164,164,Jefferson High School,14.12016262,Female,Self-esteem,85.09392558,3.436044862,7.125031964
165,165,Jefferson High School,15.44680565,Male,Growth Mindset,83.6143948,4.449325516,5.233165414
166,166,Jefferson High School,18.07331774,Female,Control,78.33595935,3.700027189,5.791681427
167,167,Alta High School,13.82943546,Male,Self-esteem,77.17517753,4.589077451,6.652542195
168,168,Alta High School,15.0240447,Male,Growth Mindset,83.69131822,4.56976914,5.378585746
169,169,Alta High School,16.23592379,Male,Control,78.83768357,3.206743156,5.249091817
170,170,Jefferson High School,14.30213549,Female,Self-esteem,82.12425271,4.670479285,7.169823001
171,171,Summerfield High School,19.14150256,Male,Growth Mindset,91.73028216,5.283518498,6.68623661
172,172,Jefferson High School,16.63546716,Male,Control,84.16592429,3.595548477,4.443335351
173,173,Summerfield High School,15.92563431,Male,Self-esteem,83.81892296,3.714739272,6.328992248
174,174,Jefferson High School,12.88153941,Female,Growth Mindset,85.8000756,4.027115772,5.877453249
175,175,Summerfield High School,14.70715468,Male,Control,81.37937919,4.284271551,4.776873762
176,176,Jefferson High School,19.89792017,Female,Self-esteem,84.64283674,3.186820911,6.738034341
177,177,Jefferson High School,15.49583985,Male,Growth Mindset,85.98790004,4.016705604,5.15047972
178,178,Jefferson High School,17.16896843,Male,Control,84.67721039,4.990965625,4.783282099
179,179,Summerfield High School,14.27423375,Male,Self-esteem,86.2923607,3.530340964,6.548604474
180,180,Jefferson High School,12.62296268,Male,Growth Mindset,84.00048611,4.3625565,5.640414249
181,181,Alta High School,16.49345927,Female,Control,79.25926607,2.481928733,5.676901712
182,182,Jefferson High School,19.02528707,Male,Self-esteem,86.6202162,3.683327413,6.094112797
183,183,Summerfield High School,12.48854059,Female,Growth Mindset,82.43834036,4.872881381,5.089446578
184,184,Jefferson High School,17.2710136,Female,Control,82.75912968,3.536252846,5.01694838
185,185,Summerfield High School,16.3867202,Female,Self-esteem,83.70049628,4.068884626,6.616643475
186,186,Jefferson High School,16.94402872,Male,Growth Mindset,97.08770359,5.26190143,5.335624614
187,187,Jefferson High School,17.69239845,Male,Control,73.31095898,4.092063804,5.142131696
188,188,Summerfield High School,13.27297574,Male,Self-esteem,80.4776126,3.99163304,5.253910548
189,189,Jefferson High School,16.3413573,Male,Growth Mindset,89.52208601,4.632783715,5.17222489
190,190,Alta High School,17.46422321,Female,Control,86.52297953,3.500165809,5.259749263
191,191,Alta High School,13.84976859,Female,Self-esteem,85.51906125,3.639027977,6.639950064
192,192,Alta High School,17.85192615,Male,Growth Mindset,83.21489469,3.325189909,5.617478261
193,193,Alta High School,16.15906026,Male,Control,88.21816451,3.153401688,4.713595755
194,194,Alta High School,17.30150419,Male,Self-esteem,77.72820133,3.664422496,6.332269349
195,195,Jefferson High School,15.75158534,Female,Growth Mindset,84.16095174,5.601497062,5.605802212
196,196,Alta High School,13.93728631,Male,Control,81.37057883,3.386167075,4.792181875
197,197,Jefferson High School,13.94056402,Female,Self-esteem,89.67676073,4.158249617,6.926255325
198,198,Alta High School,13.78082228,Female,Growth Mindset,89.01894976,4.026443706,5.202862116
199,199,Alta High School,15.43440416,Male,Control,83.69118815,3.540739838,4.298167564
200,200,Jefferson High School,12.40542289,Male,Self-esteem,88.18423278,3.016621186,6.142612093
201,201,Summerfield High School,13.61916201,Female,Growth Mindset,90.4543399,4.676204353,5.070821031
202,202,Jefferson High School,18.76896989,Female,Control,77.82578637,3.58715015,4.192103216
203,203,Jefferson High School,15.58465154,Female,Self-esteem,85.12917865,3.955151959,6.691503727
204,204,Jefferson High School,18.92354369,Female,Growth Mindset,87.17234002,4.826128597,6.05745395
205,205,Summerfield High School,19.45382668,Male,Control,86.84782369,2.996946049,5.061608797
206,206,Jefferson High School,15.76061042,Male,Self-esteem,82.26966596,3.944346583,7.381774868
207,207,Jefferson High School,15.62503439,Female,Growth Mindset,82.91867893,5.148675543,4.98120558
208,208,Alta High School,16.01528828,Female,Control,82.97550311,3.326038333,5.051498165
209,209,Summerfield High School,17.13035041,Female,Self-esteem,84.06351098,3.539236975,6.583913096
210,210,Jefferson High School,17.86078735,Female,Growth Mindset,87.44712096,4.129702322,5.470610917
211,211,Summerfield High School,10.96090372,Female,Control,78.33034903,3.586080138,5.200376736
212,212,Summerfield High School,15.3591153,Male,Self-esteem,80.483256,3.368166463,6.552821337
213,213,Jefferson High School,17.49043302,Female,Growth Mindset,87.46212285,4.843884577,5.328615039
214,214,Summerfield High School,15.52654544,Male,Control,84.61433044,3.155268791,4.942967054
215,215,Jefferson High School,15.91859733,Male,Self-esteem,81.90662686,3.218537835,7.563982226
216,216,Jefferson High School,17.67073285,Female,Growth Mindset,84.88565158,4.744971969,5.150114789
217,217,Alta High School,13.94528033,Female,Control,73.38739092,3.130491236,4.951994331
218,218,Alta High School,18.88984466,Female,Self-esteem,84.48274951,3.447460906,6.626328966
219,219,Jefferson High School,17.36361177,Female,Growth Mindset,88.78202097,4.535405364,5.761637319
220,220,Summerfield High School,12.81971537,Female,Control,85.42757258,3.797307702,4.66160156
221,221,Summerfield High School,15.89596161,Female,Self-esteem,87.40016793,4.396850907,6.110653196
222,222,Jefferson High School,17.34370346,Female,Growth Mindset,87.0708318,4.903611752,6.321368711
223,223,Alta High School,16.29881379,Male,Control,85.39554118,4.477152407,4.641960413
224,224,Jefferson High School,12.91199738,Female,Self-esteem,83.00394064,4.204463725,6.643990317
225,225,Summerfield High School,12.25486529,Male,Growth Mindset,85.47076977,4.930524359,6.139786609
226,226,Summerfield High School,14.90916523,Female,Control,78.95541021,3.03063024,5.289540903
227,227,Alta High School,16.84063664,Male,Self-esteem,81.9591767,4.660896151,6.854878197
228,228,Summerfield High School,14.97734081,Male,Growth Mindset,88.18243833,4.71101272,5.087802368
229,229,Summerfield High School,16.14879835,Male,Control,81.41779579,2.955677883,4.934690641
230,230,Summerfield High School,16.86751023,Male,Self-esteem,83.60263337,3.894403772,6.822077131
231,231,Jefferson High School,18.29860994,Male,Growth Mindset,88.09682802,4.150923274,5.462191472
232,232,Alta High School,16.88673471,Male,Control,83.64379807,3.633828001,5.475299515
233,233,Summerfield High School,15.99691953,Female,Self-esteem,82.18045468,3.307377619,6.21493845
234,234,Alta High School,13.88901804,Female,Growth Mindset,92.40604237,4.761485716,5.794398291
235,235,Alta High School,14.59585356,Female,Control,82.81308166,3.649239024,5.499542258
236,236,Alta High School,16.81161131,Male,Self-esteem,79.41939245,3.691704035,6.968565555
237,237,Alta High School,17.05630836,Male,Growth Mindset,86.67005059,3.296855873,6.317698514
238,238,Summerfield High School,13.85758396,Female,Control,83.04764915,3.585160845,5.262476348
239,239,Jefferson High School,16.08310801,Male,Self-esteem,81.766834,3.660583881,6.402787098
240,240,Summerfield High School,16.24493447,Male,Growth Mindset,88.53498515,4.74733012,5.181389737
241,241,Alta High School,18.10601966,Male,Control,82.80318758,3.547639652,4.40781247
242,242,Summerfield High School,16.12848487,Female,Self-esteem,86.91043305,4.146920906,6.182928802
243,243,Summerfield High School,15.2290875,Female,Growth Mindset,85.54491227,4.090591077,5.41391158
244,244,Summerfield High School,14.88908399,Male,Control,81.44935741,3.707181252,4.939146713
245,245,Summerfield High School,13.64463479,Male,Self-esteem,81.29692263,4.029957954,6.671757899
246,246,Alta High School,18.35284317,Female,Growth Mindset,84.11860139,4.580794687,5.089522061
247,247,Summerfield High School,14.93652179,Male,Control,75.95308907,3.804417384,5.126096399
248,248,Jefferson High School,14.51948385,Male,Self-esteem,83.58658717,3.703158685,6.040502443
249,249,Jefferson High School,17.33227794,Female,Growth Mindset,89.30469568,4.375046334,6.216255508
250,250,Jefferson High School,17.3918655,Female,Control,83.41747448,3.821683375,4.169867768
251,251,Jefferson High School,14.18992126,Male,Self-esteem,78.83002155,3.875573209,6.050384464
252,252,Summerfield High School,15.18526097,Male,Growth Mindset,84.11096644,4.514028782,5.843838934
253,253,Jefferson High School,14.79945656,Male,Control,78.07653742,3.82061539,4.720601794
254,254,Jefferson High School,11.36431555,Male,Self-esteem,80.9339855,3.763534075,7.088707608
255,255,Jefferson High School,16.66312264,Male,Growth Mindset,88.01059345,3.799148524,5.439897937
256,256,Summerfield High School,15.75500527,Male,Control,83.28345028,3.280281168,4.905621861
257,257,Jefferson High School,14.75642831,Male,Self-esteem,80.55490205,4.425271564,6.587387579
258,258,Summerfield High School,13.01375063,Female,Growth Mindset,78.90695949,4.168336572,5.678804453
259,259,Alta High School,17.93749074,Male,Control,84.36147045,3.755377147,4.361223242
260,260,Summerfield High School,14.99032391,Female,Self-esteem,84.84585431,3.910569044,6.276172338
261,261,Summerfield High School,16.2448447,Male,Growth Mindset,85.3973879,4.605736192,5.860298381
262,262,Summerfield High School,19.13195178,Female,Control,78.27901598,3.440068188,5.623322281
263,263,Summerfield High School,14.32676384,Male,Self-esteem,82.10002641,3.980757171,6.414969371
264,264,Jefferson High School,15.00327399,Female,Growth Mindset,87.82431969,3.605930501,4.670073406
265,265,Jefferson High School,16.03146315,Male,Control,83.66960229,3.70798965,5.012063246
266,266,Summerfield High School,15.66806609,Female,Self-esteem,87.17028529,3.774732507,6.415197849
267,267,Jefferson High School,14.93633704,Male,Growth Mindset,84.9533498,4.52329402,5.513296639
268,268,Summerfield High School,16.35057708,Female,Control,82.37216853,2.989356959,5.387003094
269,269,Alta High School,16.66360762,Female,Self-esteem,87.0025281,3.582126379,5.648929215
270,270,Alta High School,13.76061528,Male,Growth Mindset,84.79597353,4.657244888,6.667443029
271,271,Jefferson High School,12.58008835,Male,Control,80.83170976,3.35322132,5.372423899
272,272,Summerfield High School,16.04534908,Male,Self-esteem,77.68559592,4.270551833,6.02821301
273,273,Alta High School,14.74291212,Female,Growth Mindset,88.36226675,4.579443059,5.59766953
274,274,Summerfield High School,13.24099059,Female,Control,79.57642471,3.731374985,5.304716274
275,275,Alta High School,17.6770733,Male,Self-esteem,80.22518707,4.569604627,5.952220572
276,276,Jefferson High School,16.09295494,Male,Growth Mindset,85.16006759,4.281615646,5.627243585
277,277,Alta High School,14.53651239,Female,Control,82.83351012,4.004148424,5.506343733
278,278,Jefferson High School,16.22281757,Female,Self-esteem,76.51259299,4.127815411,7.059081204
279,279,Alta High School,18.68050808,Female,Growth Mindset,86.2234673,4.512179549,5.880012123
280,280,Jefferson High School,16.92380603,Female,Control,78.45884702,3.555640327,4.477502162
281,281,Alta High School,13.20724347,Male,Self-esteem,80.11364292,3.250538989,6.061472432
282,282,Alta High School,15.28673373,Female,Growth Mindset,88.92390388,5.263224336,5.451290217
283,283,Alta High School,16.19274483,Male,Control,82.55526281,3.441798474,5.153664275
284,284,Summerfield High School,12.87938421,Male,Self-esteem,82.67893893,4.111011748,6.439699467
285,285,Alta High School,15.75796899,Female,Growth Mindset,89.11255177,4.118972802,6.576066108
286,286,Alta High School,15.12256649,Female,Control,79.6936853,3.836328195,5.214086307
287,287,Alta High School,14.62111074,Male,Self-esteem,76.93010706,3.410356021,5.469156102
288,288,Jefferson High School,17.22538334,Male,Growth Mindset,90.96326384,4.603518206,6.23822769
289,289,Alta High School,15.67514986,Male,Control,80.80792101,2.648389515,5.24628977
290,290,Alta High School,17.23564434,Male,Self-esteem,81.9047337,3.893987444,6.86778812
291,291,Jefferson High School,16.24451233,Female,Growth Mindset,87.97255379,4.783218243,5.143209195
292,292,Summerfield High School,14.10101975,Female,Control,83.79779667,3.695006657,5.605536921
293,293,Summerfield High School,15.57494182,Female,Self-esteem,84.2782609,3.19483411,6.936671215
294,294,Summerfield High School,16.2686567,Female,Growth Mindset,90.2817962,4.459571915,5.530438756
295,295,Alta High School,15.51091383,Male,Control,81.63840378,4.63128522,4.85079762
296,296,Summerfield High School,18.34475301,Female,Self-esteem,81.48714307,4.392256263,6.981173268
297,297,Jefferson High School,17.2734015,Female,Growth Mindset,86.59865177,4.00989446,5.374307074
298,298,Alta High School,19.31547528,Male,Control,83.96874794,3.589712049,5.148219647
299,299,Summerfield High School,17.46789681,Female,Self-esteem,80.45219361,3.388008636,7.164033107
300,300,Summerfield High School,19.42145599,Male,Growth Mindset,84.63916971,4.390583383,6.134024998
